student_id,district,al_passed,ol_passed,stream,career_interest,budget,preferred_city,hostel_required,sports_or_extracurricular,university_id,university_name,university_type,location,degree_programs,program_description,language_mediums,hostel_available,semester_fee_lkr,entry_requirements,ranking_score,international_affiliation,recommended_university_id
7546,Trincomalee,FALSE,FALSE,Physical Science,Engineering,55895,Kalutara,FALSE,FALSE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,Bachelor of Social Sci.,"Post-war studies program with reconciliation research, community development, and conflict analysis.","English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
7547,Ratnapura,FALSE,TRUE,Biological Science,Agriculture,279335,Kalutara,TRUE,FALSE,G014,Gampaha Wickramarachchi University of Indigenous Medicine,Public,Yakkala,BBA in International Business,3-year degree with import/export case studies.,"English,Sinhala,Tamil",TRUE,8389,Z-score,30,FALSE,G014
7548,Matale,FALSE,FALSE,Biological Science,IT,113629,Kegalle,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BA in English,3-year literature degree with creative writing workshops and journalism training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7549,Ratnapura,FALSE,FALSE,Commerce,Engineering,114174,Jaffna,FALSE,FALSE,P010,Sri Lanka International Buddhist Academy (SIBA),Private,"Pallekele, Kandy",Bachelor of Yoga Science,"Wellness program with therapeutic yoga, anatomy studies, and teacher training certification.","English,Sinhala,Tamil",FALSE,201901,A/L pass or O/L pass,25,TRUE,P010
7550,Nuwara Eliya,FALSE,FALSE,Biological Science,Agriculture,74048,Nuwara Eliya,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) Computing,3-year UK-accredited degree with AI/Game Development options. Features Microsoft Imagine Academy.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7551,Batticaloa,FALSE,TRUE,Biological Science,Business,127080,Kurunegala,TRUE,TRUE,P004,CINEC Campus,Private,"Malabe, Jaffna, Wattala",BSc (Hons) in Psychology,3-year behavioral science degree with cognitive labs and counseling practicums.,"English,Sinhala,Tamil",TRUE,196801,A/L pass or O/L pass,35,TRUE,P004
7552,Puttalam,FALSE,TRUE,Arts,Medicine,144851,Mullaitivu,FALSE,TRUE,P013,ANC Education,Private,"Colombo, Kandy",Certificate in Digital Advertising,6-month social media marketing program.,"English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
7553,Galle,FALSE,TRUE,Technology,Business,100381,Colombo,FALSE,TRUE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",BArch,5-year RIBA-recognized program with 3D printing and sustainable design.,"English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
7554,Nuwara Eliya,FALSE,TRUE,Commerce,IT,272223,Kegalle,TRUE,FALSE,G014,Gampaha Wickramarachchi University of Indigenous Medicine,Public,Yakkala,Certificate in Full Stack Development,6-month MERN stack program.,"English,Sinhala,Tamil",TRUE,8389,Z-score,30,FALSE,G014
7555,Gampaha,TRUE,TRUE,Biological Science,IT,280007,Mannar,TRUE,TRUE,G008,Sabaragamuwa University of Sri Lanka,Public,Belihuloya,BSc in Business Management,3-year degree with industry placements and mentorship.,"English,Sinhala,Tamil",TRUE,9839,Z-score,44.46,FALSE,G008
7556,Badulla,TRUE,TRUE,Technology,Law,244136,Puttalam,FALSE,TRUE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",LLB (Hons),3-year UK-modeled law degree with mooting competitions and legal clinic experience.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
7557,Galle,FALSE,TRUE,Arts,Arts,224034,Ratnapura,FALSE,FALSE,G002,University of Sri Jayewardenepura,Public,Nugegoda,Bachelor of Tourism Management,Wildlife safari operations program with UNESCO site management focus. Includes hospitality certifications and eco-tourism projects.,"English,Sinhala,Tamil",FALSE,13611,Z-score,68.26,FALSE,G002
7558,Moneragala,FALSE,FALSE,Technology,Arts,273800,Batticaloa,FALSE,FALSE,P017,Chartered Accountants Institute (CA Sri Lanka),Private,Colombo,BA (Hons) Business Management,3-year entrepreneurship program.,"English,Sinhala,Tamil",FALSE,196629,A/L pass or O/L pass,50,FALSE,P017
7559,Galle,FALSE,FALSE,Commerce,Design,287288,Jaffna,FALSE,TRUE,P024,Imperial College of Business Studies,Private,Colombo,Bachelor of Drama,"Theater program with acting, direction, and traditional Sri Lankan performance forms.","English,Sinhala,Tamil",FALSE,165146,A/L pass or O/L pass,30,TRUE,P024
7560,Polonnaruwa,TRUE,TRUE,Commerce,Arts,85522,Badulla,TRUE,FALSE,P019,Management & Science University (MSU) Sri Lanka,Private,Colombo,Bachelor of Agribusiness,"Export market program with value chain analysis, agricultural policy, and entrepreneurship training.","English,Sinhala,Tamil",TRUE,178009,A/L pass or O/L pass,40,TRUE,P019
7561,Matara,FALSE,FALSE,Commerce,Medicine,178741,Ratnapura,FALSE,FALSE,P018,Aquinas College of Higher Studies,Private,Colombo,Diploma in Counseling,1-year therapeutic techniques certification program.,"English,Sinhala,Tamil",FALSE,98257,A/L pass or O/L pass,25,TRUE,P018
7562,Mullaitivu,TRUE,TRUE,Biological Science,Business,56043,Ampara,FALSE,TRUE,P020,City School of Architecture (CSA),Private,Colombo,Certificate in Taxation,6-month program covering income tax and VAT regulations.,"English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
7563,Vavuniya,FALSE,FALSE,Biological Science,Medicine,17690,Ampara,FALSE,FALSE,P018,Aquinas College of Higher Studies,Private,Colombo,Higher Diploma in Engineering,2-year mechanical/electrical training.,"English,Sinhala,Tamil",FALSE,98257,A/L pass or O/L pass,25,TRUE,P018
7564,Ratnapura,TRUE,TRUE,Biological Science,Engineering,123310,Moneragala,TRUE,FALSE,G008,Sabaragamuwa University of Sri Lanka,Public,Belihuloya,Bachelor of Mass Communication,"Journalism program with TV/radio production studios, digital media training, and internships at leading media houses. Includes documentary filmmaking.","English,Sinhala,Tamil",TRUE,9839,Z-score,44.46,FALSE,G008
7565,Batticaloa,FALSE,FALSE,Technology,Law,75791,Vavuniya,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Aviation Management,"3-year degree with airline operations training, simulator experiences, and airport internships.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7566,Batticaloa,FALSE,FALSE,Physical Science,Law,170918,Mannar,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Software Engineering,3-year degree with guaranteed Virtusa placements.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7567,Hambantota,FALSE,FALSE,Biological Science,Arts,208107,Galle,FALSE,FALSE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",Diploma in Stock Market Analysis,1-year technical trading certification.,"English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
7568,Badulla,TRUE,TRUE,Arts,Medicine,65431,Galle,FALSE,TRUE,G010,Eastern University of Sri Lanka,Public,Vantharumoolai,BSc (Hons) Culinary Arts,3-year professional chef training program.,"English,Sinhala,Tamil",FALSE,12064,Z-score,46.2,FALSE,G010
7569,Galle,FALSE,FALSE,Physical Science,Arts,92316,Nuwara Eliya,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Agriculture,"Precision farming program with drone mapping, sensor networks, and export crop management (tea/cinnamon). Features 1,500-acre university farm, partnerships with Dole/Hayleys, and agribusiness specializations.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7570,Anuradhapura,FALSE,FALSE,Technology,Engineering,217990,Kegalle,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Nutrition,3-year dietetics program with clinical rotations.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7571,Polonnaruwa,FALSE,TRUE,Commerce,Business,225948,Mullaitivu,FALSE,FALSE,G006,University of Jaffna,Public,Jaffna,Bachelor of Conflict Resolution,"Peacebuilding program with fieldwork, mediation training, and post-war reconstruction studies.","English,Sinhala,Tamil",FALSE,13491,Z-score,50.79,FALSE,G006
7572,Ratnapura,FALSE,TRUE,Biological Science,Engineering,193971,Ampara,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Hospitality Management,3-year Swiss-modeled program with 5-star hotel rotations and wine certification.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7573,Nuwara Eliya,FALSE,TRUE,Technology,Engineering,293510,Hambantota,FALSE,TRUE,P016,NIBM (National Institute of Business Management),Private,Colombo,BA in Buddhist Counseling,3-year therapeutic applications program with mindfulness training.,"English,Sinhala,Tamil",FALSE,227607,A/L pass or O/L pass,40,FALSE,P016
7574,Ampara,FALSE,FALSE,Arts,Design,295168,Mannar,FALSE,FALSE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Diploma in Human Resource Management,1-year HR certification program with labor law training.,"English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
7575,Kurunegala,FALSE,TRUE,Physical Science,Medicine,278023,Gampaha,FALSE,TRUE,P015,Lyceum Campus,Private,"Colombo, Wattala",BSc (Hons) in Business Information Systems,"3-year degree blending IT and management. Includes SAP ERP training, digital transformation projects, and financial sector internships.","English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
7576,Polonnaruwa,TRUE,TRUE,Technology,IT,248313,Anuradhapura,FALSE,FALSE,P020,City School of Architecture (CSA),Private,Colombo,Bachelor of Business,"Local economic development program with SME management, agricultural value chains, and microfinance.","English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
7577,Vavuniya,FALSE,FALSE,Arts,Law,41405,Mannar,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Certificate in Architectural Visualization,6-month 3D rendering program.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7578,Mannar,FALSE,FALSE,Commerce,Arts,250064,Gampaha,TRUE,FALSE,P004,CINEC Campus,Private,"Malabe, Jaffna, Wattala",Diploma in Events Management,1-year program covering wedding/concert planning.,"English,Sinhala,Tamil",TRUE,196801,A/L pass or O/L pass,35,TRUE,P004
7579,Kalutara,FALSE,FALSE,Biological Science,IT,32733,Vavuniya,FALSE,FALSE,P010,Sri Lanka International Buddhist Academy (SIBA),Private,"Pallekele, Kandy",BSc (Hons) Computer Science,3-year UK-accredited IT degree.,"English,Sinhala,Tamil",FALSE,201901,A/L pass or O/L pass,25,TRUE,P010
7580,Puttalam,TRUE,TRUE,Arts,Arts,29139,Mannar,FALSE,FALSE,G011,South Eastern University of Sri Lanka,Public,Oluvil,MBA,2-year executive program with case study methodology and leadership simulations.,"English,Sinhala,Tamil",FALSE,13284,Z-score,41.46,TRUE,G011
7581,Colombo,FALSE,FALSE,Arts,Agriculture,295511,Matara,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Certificate in Pastry Arts,6-month baking program with French techniques.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7582,Anuradhapura,FALSE,TRUE,Arts,Design,274273,Moneragala,TRUE,TRUE,P003,Royal Institute of Colombo (RIC),Private,Colombo,BSc in Logistics Management,3-year supply chain program with warehouse simulations and port terminal visits.,"English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
7583,Kilinochchi,FALSE,FALSE,Commerce,Business,273482,Trincomalee,TRUE,FALSE,P028,Cardiff Metropolitan University (CMU) Sri Lanka,Private,Colombo,BSc in Psychology,3-year behavioral science program with clinical observations and counseling workshops.,"English,Sinhala,Tamil",TRUE,205744,A/L pass or O/L pass,58,TRUE,P028
7584,Matara,FALSE,FALSE,Commerce,Medicine,240778,Hambantota,FALSE,FALSE,P020,City School of Architecture (CSA),Private,Colombo,Bachelor of Transport Engineering,"Port logistics program with AnyLogic simulations, smart mobility projects (Uber/Pepper), and traffic management studies. Includes supply chain optimization.","English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
7585,Kalutara,FALSE,FALSE,Technology,Engineering,88155,Nuwara Eliya,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in IT,2-year technical program with CCNA/Microsoft fundamentals.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7586,Moneragala,FALSE,FALSE,Biological Science,Engineering,91987,Colombo,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Psychology,3-year program with clinical observations at National Hospital and counseling workshops.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7587,Kurunegala,FALSE,FALSE,Technology,Arts,285432,Hambantota,FALSE,TRUE,P013,ANC Education,Private,"Colombo, Kandy",BA in Pali Language,3-year ancient text translation degree with manuscript studies.,"English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
7588,Kalutara,FALSE,TRUE,Commerce,Agriculture,107196,Matale,FALSE,FALSE,G002,University of Sri Jayewardenepura,Public,Nugegoda,BSc in IT,"3-year program with Cisco networking labs, cybersecurity modules, and cloud computing.","English,Sinhala,Tamil",FALSE,13611,Z-score,68.26,FALSE,G002
7589,Mullaitivu,FALSE,TRUE,Commerce,Engineering,122534,Gampaha,FALSE,FALSE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",BSc (Hons) Business IT,3-year dual-focused degree with SAP ERP training and digital marketing.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
7590,Galle,FALSE,FALSE,Arts,Law,247378,Trincomalee,TRUE,FALSE,P019,Management & Science University (MSU) Sri Lanka,Private,Colombo,BSc in Cyber Security,3-year ethical hacking program with penetration testing.,"English,Sinhala,Tamil",TRUE,178009,A/L pass or O/L pass,40,TRUE,P019
7591,Galle,FALSE,FALSE,Arts,Arts,81392,Hambantota,FALSE,TRUE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",Diploma in Construction Management,1-year project planning certification.,"English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
7592,Trincomalee,TRUE,TRUE,Technology,Design,140605,Colombo,FALSE,TRUE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",Online MSc in AI,18-month advanced technical degree with ML projects.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
7593,Kegalle,FALSE,FALSE,Physical Science,Business,46110,Puttalam,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Marine Biology,"Coral reef research program with underwater robotics, oceanography fieldwork, and marine conservation projects. Includes research vessel access.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7594,Kegalle,TRUE,TRUE,Commerce,IT,253905,Badulla,FALSE,TRUE,P016,NIBM (National Institute of Business Management),Private,Colombo,BA (Hons) Business Administration,3-year UK-linked management degree.,"English,Sinhala,Tamil",FALSE,227607,A/L pass or O/L pass,40,FALSE,P016
7595,Polonnaruwa,FALSE,FALSE,Biological Science,Engineering,227843,Colombo,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,Bachelor of Social Work,Community development program with reconciliation projects and NGO partnerships. Includes fieldwork in post-war areas.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
7596,Batticaloa,TRUE,TRUE,Commerce,Arts,78527,Colombo,TRUE,TRUE,G013,Buddhist and Pali University of Sri Lanka,Public,Homagama,BSc in Marketing,3-year digital marketing degree with Google Analytics certification.,"English,Sinhala,Tamil",TRUE,14763,Z-score,23.98,FALSE,G013
7597,Ratnapura,TRUE,TRUE,Arts,Medicine,179777,Matara,FALSE,TRUE,P021,AIMS Institute,Private,Colombo,BA (Hons) in English,3-year literature program with creative writing workshops and TESL certification options.,"English,Sinhala,Tamil",FALSE,74011,A/L pass or O/L pass,30,TRUE,P021
7598,Vavuniya,FALSE,FALSE,Technology,Law,86637,Matale,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Economics,"Post-war development program with reconstruction economics, Islamic finance, and regional planning.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7599,Kurunegala,FALSE,FALSE,Biological Science,Design,245830,Kegalle,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Meditation,"Therapeutic applications program with mindfulness training, clinical research, and retreat leadership.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7600,Ampara,TRUE,TRUE,Technology,Engineering,103400,Mannar,FALSE,FALSE,P021,AIMS Institute,Private,Colombo,Bachelor of Buddhist Studies,"Pali canon program with scriptural research, archaeology fieldwork, and meditation studies.","English,Sinhala,Tamil",FALSE,74011,A/L pass or O/L pass,30,TRUE,P021
7601,Kilinochchi,FALSE,FALSE,Physical Science,Agriculture,123622,Jaffna,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in Digital Marketing,1-year program with Google Analytics certification and social media strategy projects.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7602,Moneragala,FALSE,TRUE,Biological Science,Law,26438,Trincomalee,FALSE,TRUE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",BSc in Cyber Security,3-year ethical hacking program with penetration testing competitions and forensics training.,"English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
7603,Puttalam,FALSE,FALSE,Physical Science,Medicine,92588,Kandy,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BEng (Hons) Software Engineering,4-year UK-accredited degree featuring Agile/DevOps methodologies. Includes Apple Mac labs and 12-month placements at 99x Technologies.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7604,Nuwara Eliya,FALSE,FALSE,Biological Science,Arts,249521,Batticaloa,TRUE,FALSE,P002,Informatics Institute of Technology (IIT),Private,Colombo,BBA in International Business,3-year degree with import/export case studies and trade simulations.,"English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
7605,Kilinochchi,FALSE,FALSE,Biological Science,Design,41538,Kalutara,TRUE,TRUE,P004,CINEC Campus,Private,"Malabe, Jaffna, Wattala",BEng (Hons) Mechanical,4-year UK-accredited engineering degree with ANSYS labs.,"English,Sinhala,Tamil",TRUE,196801,A/L pass or O/L pass,35,TRUE,P004
7606,Batticaloa,FALSE,FALSE,Commerce,Agriculture,127399,Kilinochchi,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Civil Engineering,"4-year IESL-accredited program focusing on earthquake-resistant design using SAP2000 software, with field studies in landslide areas. Includes 1-year industry placement, BIM technology training, and sustainable infrastructure projects.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7607,Ratnapura,FALSE,TRUE,Biological Science,Law,141458,Badulla,FALSE,TRUE,P015,Lyceum Campus,Private,"Colombo, Wattala",Bachelor of Sharia Law,"Islamic jurisprudence program with family law, commercial law, and comparative legal studies.","English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
7608,Badulla,FALSE,TRUE,Technology,Medicine,72640,Colombo,FALSE,FALSE,P021,AIMS Institute,Private,Colombo,BSc in Pharmacy,4-year program with clinical placements and drug formulation labs.,"English,Sinhala,Tamil",FALSE,74011,A/L pass or O/L pass,30,TRUE,P021
7609,Vavuniya,FALSE,TRUE,Commerce,IT,214531,Polonnaruwa,FALSE,FALSE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",Bachelor of Dance,"Kandyan/Baratha program with choreography, traditional repertoire, and production management.","English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
7610,Vavuniya,FALSE,TRUE,Arts,Agriculture,202321,Badulla,FALSE,TRUE,P013,ANC Education,Private,"Colombo, Kandy",BSc (Hons) in Business Management,"3-year program with CIMA exemptions, case study methodology, and industry mentorships.","English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
7611,Polonnaruwa,TRUE,TRUE,Technology,Engineering,256518,Kilinochchi,FALSE,FALSE,G002,University of Sri Jayewardenepura,Public,Nugegoda,BBA in Human Resource Management,3-year degree with labor law training.,"English,Sinhala,Tamil",FALSE,13611,Z-score,68.26,FALSE,G002
7612,Colombo,FALSE,TRUE,Commerce,Medicine,158504,Ratnapura,FALSE,TRUE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,Bachelor of Chemistry,Industrial chemistry program with analytical instrumentation (HPLC/GC-MS). Includes materials science research.,"English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
7613,Ratnapura,FALSE,FALSE,Commerce,Law,47771,Galle,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Ayurveda,"Integrative medicine program with modern diagnostics training, herbal pharmacology, and clinical rotations. Includes panchakarma therapy certification.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7614,Mannar,FALSE,TRUE,Arts,Business,177295,Moneragala,TRUE,TRUE,G016,University of Vavuniya,Public,Vavuniya,Bachelor of Archaeology,"Hands-on program with Anuradhapura UNESCO site excavations, artifact conservation labs (3D scanning), and epigraphy training. Includes museum curation workshops and study tours.","English,Sinhala,Tamil",TRUE,14397,Z-score,35,TRUE,G016
7615,Matale,FALSE,FALSE,Physical Science,Arts,55394,Ampara,FALSE,FALSE,P015,Lyceum Campus,Private,"Colombo, Wattala",BA in Hospitality Management,3-year degree with hotel internships and wine tasting certification.,"English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
7616,Trincomalee,FALSE,TRUE,Technology,Arts,47421,Kalutara,FALSE,FALSE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,Bachelor of International Relations,"Program featuring UN Model simulations, diplomatic protocol training with Foreign Ministry partnerships, study tours to SAARC countries, and research projects on regional geopolitics. Includes language courses in Chinese/Arabic and conflict resolution workshops.","English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
7617,Kurunegala,FALSE,TRUE,Arts,Agriculture,271514,Matara,FALSE,TRUE,G009,Wayamba University of Sri Lanka,Public,Kuliyapitiya,BSc in Marketing,3-year digital marketing focused program.,"English,Sinhala,Tamil",FALSE,11878,Z-score,46.12,TRUE,G009
7618,Polonnaruwa,TRUE,TRUE,Commerce,Agriculture,228927,Matale,TRUE,TRUE,P003,Royal Institute of Colombo (RIC),Private,Colombo,BA (Hons) Events Management,3-year program with CHA internships.,"English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
7619,Anuradhapura,FALSE,TRUE,Arts,Agriculture,202975,Matara,FALSE,TRUE,P018,Aquinas College of Higher Studies,Private,Colombo,Bachelor of English,"Creative writing program with post-colonial literature, journalism, and language teaching methodologies.","English,Sinhala,Tamil",FALSE,98257,A/L pass or O/L pass,25,TRUE,P018
7620,Kurunegala,FALSE,TRUE,Commerce,Agriculture,168633,Batticaloa,TRUE,FALSE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,Bachelor of Fashion Design,"Textile innovation program with digital printing tech, MAS collaborations, and Colombo Fashion Week showcases. Includes sustainable design focus.","English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
7621,Jaffna,FALSE,TRUE,Biological Science,IT,141696,Ampara,FALSE,FALSE,P017,Chartered Accountants Institute (CA Sri Lanka),Private,Colombo,Bachelor of Biotechnology,"Fermentation technology program with industrial bioprocessing, enzyme engineering, and biofuel research.","English,Sinhala,Tamil",FALSE,196629,A/L pass or O/L pass,50,FALSE,P017
7622,Hambantota,TRUE,TRUE,Biological Science,Medicine,297725,Vavuniya,FALSE,TRUE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,BSc in Food Science,3-year HACCP-certified program with product development.,"English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
7623,Colombo,FALSE,TRUE,Commerce,IT,264037,Puttalam,TRUE,FALSE,G013,Buddhist and Pali University of Sri Lanka,Public,Homagama,Bachelor of Psychology,"Cognitive neuroscience program with clinical placements, EEG labs, and counseling practicums. Includes industrial psychology specializations.","English,Sinhala,Tamil",TRUE,14763,Z-score,23.98,FALSE,G013
7624,Kilinochchi,TRUE,TRUE,Physical Science,Business,76180,Hambantota,FALSE,FALSE,P022,Sei Campus,Private,Nugegoda,Bachelor of Education,"Madrasa curriculum program with Islamic pedagogy, child psychology, and modern teaching methods.","English,Sinhala,Tamil",FALSE,217992,A/L pass or O/L pass,25,FALSE,P022
7625,Badulla,FALSE,FALSE,Commerce,IT,241719,Mullaitivu,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of IT,"Digital entrepreneurship program with e-commerce, fintech, and rural ICT solutions.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7626,Kandy,FALSE,TRUE,Arts,Arts,67616,Polonnaruwa,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Law,"Post-conflict justice program with human rights focus, legal aid clinics, and transitional justice studies. Includes moot court training.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7627,Hambantota,FALSE,FALSE,Technology,Design,15759,Kilinochchi,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Dental Surgery,"5-year SLDC-recognized program with CAD/CAM dentistry (3D printing labs), community oral health programs, and clinical rotations at Teaching Hospital Kandy. Includes research in tropical oral diseases.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7628,Galle,FALSE,TRUE,Biological Science,Design,278607,Matara,FALSE,TRUE,G006,University of Jaffna,Public,Jaffna,BSc in Environmental Management,3-year sustainability degree with GIS applications.,"English,Sinhala,Tamil",FALSE,13491,Z-score,50.79,FALSE,G006
7629,Matale,FALSE,FALSE,Physical Science,Business,80504,Puttalam,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of IT,"Cloud computing program with AWS/Azure certifications, cybersecurity modules, and virtual labs.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7630,Gampaha,FALSE,TRUE,Physical Science,Medicine,55912,Batticaloa,TRUE,FALSE,G016,University of Vavuniya,Public,Vavuniya,Chartered Accountancy,Professional qualification with articleship training and SLFRS focus.,"English,Sinhala,Tamil",TRUE,14397,Z-score,35,TRUE,G016
